AUROC,MCC,Accuracy,F1,AUPRC,fold,model,featurization,target,split,stopped_epoch
0.49861430809150825,-0.0028825530820894146,0.49856239217941345,0.48002385211687537,0.4999223299008857,2,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,40
0.5014538108759536,0.0074756397716025155,0.503737780333525,0.5048766494549627,0.504112419171081,2,chemprop,exp_2_cip_rs_multitask,F/L_class,train,40
1.0,1.0,1.0,1.0,1.0,2,chemprop,exp_2_cip_rs_multitask,R/S_class,val,40
0.7316343490304709,0.3172162008283602,0.6578947368421053,0.6408839779005525,0.727786561467091,2,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,40
0.8949584487534626,0.5897678246195885,0.7947368421052632,0.7914438502673797,0.8977375335185929,2,chemprop,exp_2_cip_rs_multitask,F/L_class,val,40
0.9935734072022161,0.9789473684210527,0.9894736842105263,0.9894736842105263,0.994999281205044,2,chemprop,exp_2_cip_rs_multitask,R/S_class,test,40
0.7806094182825485,0.35807332209046444,0.6789473684210526,0.6737967914438503,0.79842271702501,2,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,40
0.8336842105263158,0.5373186100548619,0.7684210526315789,0.7731958762886598,0.8338867811284112,2,chemprop,exp_2_cip_rs_multitask,F/L_class,test,40
0.4828070702197432,-0.010925819436457734,0.4945370902817711,0.4945370902817711,0.48184966898917253,3,chemprop,exp_2_cip_rs_multitask,R/S_class,train,43
0.5099048616110269,0.01380607839410745,0.5069005175388154,0.5134751773049645,0.5032181302429547,3,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,43
0.4878735010933756,-0.025880295706926827,0.4870615296147211,0.49115801483171706,0.4991455957560763,3,chemprop,exp_2_cip_rs_multitask,F/L_class,train,43
0.9995567867036012,0.9789473684210527,0.9894736842105263,0.9894736842105263,0.9995669625190798,3,chemprop,exp_2_cip_rs_multitask,R/S_class,val,43
0.8229362880886426,0.34860667712066296,0.6736842105263158,0.6868686868686869,0.8253088559079022,3,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,43
0.7413850415512464,0.4001995952775779,0.7,0.7046632124352331,0.7303762954974492,3,chemprop,exp_2_cip_rs_multitask,F/L_class,val,43
1.0,0.9895285072531597,0.9947368421052631,0.9947089947089947,1.0000000000000002,3,chemprop,exp_2_cip_rs_multitask,R/S_class,test,43
0.8388919667590027,0.5473987486932372,0.7736842105263158,0.774869109947644,0.8289482793662488,3,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,43
0.7986703601108034,0.47410465593076045,0.7368421052631579,0.7422680412371134,0.7683120276986712,3,chemprop,exp_2_cip_rs_multitask,F/L_class,test,43
0.5034009882541075,0.014951123806078699,0.50747556066705,0.5073339085418465,0.502820132867729,4,chemprop,exp_2_cip_rs_multitask,R/S_class,train,50
0.49912718439506887,-0.003450464722631888,0.49827487061529613,0.5010008578781813,0.49705019515613147,4,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,50
0.5074274475128475,0.01498057772852188,0.50747556066705,0.4915405164737311,0.5081533846379873,4,chemprop,exp_2_cip_rs_multitask,F/L_class,train,50
0.9998891966759003,0.9789473684210527,0.9894736842105263,0.9894736842105263,0.9998903508771931,4,chemprop,exp_2_cip_rs_multitask,R/S_class,val,50
0.8319113573407202,0.5162472920134947,0.7578947368421053,0.7628865979381443,0.836083062424395,4,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,50
0.8460941828254848,0.601200267925542,0.8,0.7934782608695652,0.841515929042215,4,chemprop,exp_2_cip_rs_multitask,F/L_class,val,50
0.9997783933518006,0.9789473684210527,0.9894736842105263,0.9894736842105263,0.9997829625610419,4,chemprop,exp_2_cip_rs_multitask,R/S_class,test,50
0.8290304709141274,0.44232586846469135,0.7210526315789474,0.7165775401069518,0.8309791713191192,4,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,50
0.8365650969529086,0.5373186100548619,0.7684210526315789,0.7634408602150538,0.8366799300040546,4,chemprop,exp_2_cip_rs_multitask,F/L_class,test,50
