AUROC,AUPRC,MCC,Accuracy,F1,threshold,MCC_tuned,Accuracy_tuned,F1_tuned,threshold_tuned,fold,model,featurization,target,split,fp_size
0.5,0.5000000000000001,0.0,0.5,0.5177664974619289,0.5,0.0,0.5,0.5177664974619289,0.5,4,RF,morgan_count_no_chiral,@/@@_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.5410628019323671,0.5,0.0,0.5,0.5410628019323671,0.5,4,RF,morgan_count_no_chiral,@/@@_class,test,512
0.5,0.5,0.0,0.5,0.48747421161214266,0.5,0.0,0.5,0.48747421161214266,0.5,0,RF,morgan_count_no_chiral,F/L_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.5077720207253886,0.5,0.0,0.5,0.5077720207253886,0.5,0,RF,morgan_count_no_chiral,F/L_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.5226130653266332,0.5,0.0,0.5,0.5226130653266332,0.5,0,RF,morgan_count_no_chiral,F/L_class,test,512
0.5,0.5,0.0,0.5,0.5001437194596148,0.5,0.0,0.5,0.5001437194596148,0.5,1,RF,morgan_count_no_chiral,F/L_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.4864864864864865,0.5,0.0,0.5,0.4864864864864865,0.5,1,RF,morgan_count_no_chiral,F/L_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.4311377245508982,0.5,0.0,0.5,0.4311377245508982,0.5,1,RF,morgan_count_no_chiral,F/L_class,test,512
0.5,0.5,0.0,0.5,0.49870279619486885,0.5,0.0,0.5,0.49870279619486885,0.5,2,RF,morgan_count_no_chiral,F/L_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.5177664974619289,0.5,0.0,0.5,0.5177664974619289,0.5,2,RF,morgan_count_no_chiral,F/L_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.4919786096256685,0.5,0.0,0.5,0.4919786096256685,0.5,2,RF,morgan_count_no_chiral,F/L_class,test,512
0.5,0.5,0.0,0.5,0.4943297470194824,0.5,0.0,0.5,0.4943297470194824,0.5,3,RF,morgan_count_no_chiral,F/L_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.4692737430167598,0.5,0.0,0.5,0.4692737430167598,0.5,3,RF,morgan_count_no_chiral,F/L_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.4864864864864865,0.5,0.0,0.5,0.4864864864864865,0.5,3,RF,morgan_count_no_chiral,F/L_class,test,512
0.49999999999999994,0.5,0.0,0.5,0.4946236559139785,0.5,0.0,0.5,0.4946236559139785,0.5,4,RF,morgan_count_no_chiral,F/L_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.4973544973544973,0.5,0.0,0.5,0.4973544973544973,0.5,4,RF,morgan_count_no_chiral,F/L_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.4508670520231214,0.5,0.0,0.5,0.4508670520231214,0.5,4,RF,morgan_count_no_chiral,F/L_class,test,512
0.9872394325491606,0.9816788582850888,0.8434744534409997,0.9177688326624497,0.9230355220667384,0.5,0.7969735891104167,0.8884416331224841,0.8744336569579289,0.5398041159150424,0,RF,morgan_delta_opp,R/S_class,train,512
0.923601108033241,0.9229816827843125,0.627908342533866,0.8105263157894737,0.8235294117647058,0.5,0.6764754597315763,0.8263157894736842,0.8,0.5398041159150424,0,RF,morgan_delta_opp,R/S_class,val,512
